SERIAL_NUMBER,DATE,HUMS_TMP_FCT1,HUMS_NB_EVENT_FCT1,HUMS_TMP_FCT2,HUMS_NB_EVENT_FCT2,HUMS_TMP_FCT3,HUMS_NB_EVENT_FCT3,HUMS_MIN_TEMPERATURE_FCT4,HUMS_MAX_TEMPERATURE_FCT4
SN-J002,2025-02-14,52.2,10,62.0,9,40.7,4,13.7,79.5
SN-J002,2025-03-06,50.5,8,54.5,6,43.4,8,12.5,74.9
SN-J002,2025-04-16,41.5,7,47.6,5,45.1,3,13.7,63.9
SN-J002,2025-06-11,37.6,6,56.1,10,45.8,0,15.5,75.8
SN-J002,2025-09-06,37.6,9,61.4,4,47.1,8,18.9,65.0
SN-J002,2025-10-15,35.4,5,49.9,11,41.3,2,18.9,79.0
SN-J002,2025-10-20,0,0,0,0,0,0,0,0
SN-J002,2025-11-14,0,0,0,0,0,0,0,0
SN-J002,2026-01-10,46.9,4,53.7,9,47.3,3,0,0
SN-J003,2025-03-15,46.7,8,46.9,8,36.6,7,24.5,78.0
SN-J003,2025-04-20,0,0,0,0,0,0,0,0
SN-J003,2025-06-08,45.8,3,48.2,11,0,0,21.1,67.9
SN-J003,2025-07-11,39.7,2,50.8,3,41.3,1,10.1,64.6
SN-J003,2025-08-06,36.0,1,51.8,5,0,0,16.8,70.7
SN-J003,2025-10-20,0,0,60.1,12,48.8,8,0,0
SN-J004,2025-02-09,50.1,10,0,0,46.9,3,23.1,75.9
SN-J004,2025-03-02,0,0,49.1,0,34.6,6,11.6,69.2
SN-J004,2025-03-20,41.3,4,58.5,5,31.7,2,16.0,69.7
SN-J004,2025-04-11,53.4,8,64.8,2,41.5,7,18.6,68.9
SN-J004,2025-06-03,36.7,2,46.3,4,30.9,4,20.4,66.5
SN-J004,2025-06-04,45.2,7,60.3,11,48.9,6,18.0,79.9
SN-J004,2025-09-25,42.0,9,46.7,1,44.5,8,10.4,75.0
SN-J004,2025-11-20,46.5,9,46.2,5,31.6,7,15.6,61.1
SN-J004,2025-12-21,55.0,10,54.6,0,42.2,7,22.2,67.0
SN-J005,2025-01-11,35.2,7,53.3,0,32.1,5,10.8,67.9
SN-J005,2025-02-10,0,0,57.1,0,32.5,3,0,0
SN-J005,2025-03-05,40.0,3,45.1,6,48.4,7,23.4,64.5
SN-J005,2025-05-31,38.2,2,56.3,12,37.8,2,21.0,78.2
SN-J005,2025-09-13,44.9,2,51.4,1,0,0,24.0,67.3
SN-J005,2025-10-20,40.5,2,61.4,12,45.2,3,10.9,77.3
SN-J005,2025-12-23,50.6,4,56.1,3,41.3,2,12.5,70.2
SN-J006,2025-01-13,49.4,2,45.1,1,43.2,1,15.4,67.7
SN-J006,2025-01-25,52.0,4,59.6,12,32.0,3,13.4,79.6
SN-J006,2025-02-22,35.7,7,62.0,4,0,0,11.4,70.5
SN-J006,2025-02-27,36.9,10,56.1,12,32.7,0,18.7,80.0
SN-J006,2025-05-04,47.6,7,54.1,2,31.0,0,15.0,61.4
SN-J006,2025-07-25,43.6,9,63.5,1,48.4,8,22.0,78.6
SN-J006,2025-08-24,41.3,5,57.2,6,39.9,0,13.2,69.2
SN-J006,2025-10-28,40.7,4,52.3,2,32.6,8,24.7,79.4
SN-J007,2025-02-06,0,0,61.0,3,34.9,1,24.7,70.8
SN-J007,2025-05-12,49.0,2,56.0,11,35.4,1,17.2,63.4
SN-J007,2025-06-19,42.7,2,49.3,8,34.6,0,10.3,66.6
SN-J007,2025-12-29,43.9,6,57.9,11,35.6,6,22.4,69.9
SN-J007,2026-01-07,0,0,0,0,0,0,0,0
SN-J007,2026-01-07,35.8,0,53.7,12,41.5,1,15.1,75.8
SN-J007,2026-01-28,43.3,3,52.9,2,37.6,0,10.2,66.1
SN-J008,2025-02-15,36.0,7,64.1,2,35.6,1,24.7,60.1
SN-J008,2025-03-15,50.5,1,56.0,8,36.0,5,14.0,74.3
SN-J008,2025-04-09,36.2,2,57.4,6,37.1,2,22.1,66.8
SN-J008,2025-06-13,43.3,7,60.8,3,41.6,7,21.0,62.0
SN-J008,2025-06-19,54.8,3,45.8,6,35.4,8,24.8,60.1
SN-J008,2025-06-20,54.9,4,61.9,7,45.1,6,12.3,79.9
SN-J008,2025-10-06,44.5,5,58.7,2,46.8,6,14.7,74.9
SN-J008,2025-11-14,53.4,7,53.7,4,31.7,4,23.9,67.6
SN-J008,2025-11-22,54.7,7,0,0,45.2,0,12.4,73.1
SN-J008,2026-01-19,49.5,9,50.7,9,0,0,0,0
SN-J008,2026-01-19,0,0,56.0,12,41.8,3,17.9,70.7
SN-J008,2026-01-21,53.4,0,47.0,4,35.0,5,15.8,78.9
SN-J009,2025-02-11,42.1,10,56.7,0,45.5,2,18.1,68.7
SN-J009,2025-03-09,39.8,0,62.8,3,32.0,8,17.4,79.0
SN-J009,2025-03-13,43.1,3,61.0,4,35.7,5,13.3,63.8
SN-J009,2025-03-27,40.0,1,57.1,12,35.0,7,14.1,67.4
SN-J009,2025-04-04,53.0,6,59.4,1,38.8,4,11.4,66.1
SN-J009,2025-04-23,38.2,5,56.3,2,32.5,8,16.2,71.8
SN-J009,2025-05-05,46.3,10,63.8,7,38.7,8,16.7,77.1
SN-J009,2025-08-28,41.6,4,60.0,0,33.8,1,13.2,64.5
SN-J009,2025-08-29,51.0,2,52.0,11,30.5,3,23.6,66.9
SN-J009,2025-12-07,36.9,6,51.2,12,0,0,23.7,63.3
SN-J009,2026-01-16,42.0,2,58.0,4,41.1,0,17.4,61.2
SN-J010,2025-01-04,41.0,0,53.2,12,44.4,2,23.6,69.3
SN-J010,2025-05-18,0,0,0,0,0,0,0,0
SN-J010,2025-07-27,54.7,10,48.7,10,41.9,4,18.5,67.2
SN-J010,2025-10-02,49.8,3,58.5,9,30.7,6,23.9,78.2
SN-J010,2025-10-11,54.6,5,46.6,4,48.9,4,13.5,73.2
SN-J010,2025-12-06,44.9,2,60.8,10,31.7,6,20.5,75.0
SN-J011,2025-01-02,0,0,53.0,4,35.7,0,20.7,64.5
SN-J011,2025-01-23,43.4,6,54.0,0,35.2,7,10.9,71.7
SN-J011,2025-02-05,49.7,2,62.0,12,46.9,7,23.8,78.1
SN-J011,2025-02-22,42.2,1,46.1,10,44.6,1,0,0
SN-J011,2025-03-02,43.7,10,45.4,1,36.5,3,10.6,61.9
SN-J011,2025-03-14,39.0,1,48.4,1,33.2,2,18.0,62.1
SN-J011,2025-04-28,43.9,3,47.2,8,41.4,0,15.2,73.2
SN-J011,2025-06-07,35.7,8,61.0,1,34.7,4,15.7,74.9
SN-J011,2025-06-16,47.5,5,49.7,12,32.3,7,19.8,78.3
SN-J011,2025-07-20,38.1,9,51.0,5,48.5,5,19.2,75.0
SN-J011,2025-07-23,0,0,56.9,3,47.3,5,17.1,60.3
SN-J011,2025-07-28,54.5,9,59.8,9,47.8,7,14.0,74.4
SN-J011,2025-08-02,42.2,6,0,0,39.0,0,23.2,76.6
SN-J011,2025-08-21,0,0,0,0,0,0,0,0
SN-J011,2025-09-25,50.5,4,45.3,3,43.9,1,0,0
SN-J011,2025-10-03,0,0,52.6,11,45.7,2,21.0,77.4
SN-J012,2025-01-03,44.9,6,47.4,4,35.5,2,23.5,74.9
SN-J012,2025-02-09,41.7,2,0,0,45.1,8,0,0
SN-J012,2025-03-15,39.8,7,49.3,11,38.5,3,18.3,78.3
SN-J012,2025-03-21,42.8,1,50.6,10,32.3,0,14.0,65.0
SN-J012,2025-04-15,52.9,0,46.4,10,31.5,3,24.4,71.9
SN-J012,2025-06-17,52.2,1,53.8,10,45.0,3,13.1,74.8
SN-J012,2025-07-02,49.2,2,62.3,12,41.8,2,19.9,69.9
SN-J012,2025-09-09,45.5,7,62.6,12,48.3,4,21.5,66.8
SN-J012,2025-10-11,42.8,8,58.2,8,42.5,7,19.0,78.4
SN-J012,2025-11-29,42.8,0,59.7,0,42.4,8,10.4,72.7
SN-J012,2026-01-28,52.8,3,49.2,7,44.0,5,16.3,76.8
SN-J013,2025-01-07,37.8,10,59.6,8,43.0,0,24.5,76.6
SN-J013,2025-03-08,50.4,0,59.5,11,45.7,7,22.2,66.2
SN-J013,2025-04-26,44.6,4,60.0,3,0,0,15.0,77.1
SN-J013,2025-05-16,53.5,0,62.7,10,39.4,6,11.4,73.5
SN-J013,2025-07-15,0,0,51.9,0,47.7,7,14.8,66.0
SN-J013,2025-08-14,44.3,3,47.3,9,41.4,6,19.7,60.8
SN-J013,2025-08-17,40.3,8,56.4,0,0,0,20.7,74.6
SN-J013,2025-09-26,52.5,4,63.2,10,40.9,1,12.8,63.2
SN-J013,2025-10-15,47.0,6,0,0,39.3,7,12.6,78.9
SN-J013,2025-10-17,39.4,10,0,0,37.1,7,12.9,71.7
SN-J013,2025-10-31,41.5,2,55.2,12,49.8,7,18.6,63.4
SN-J013,2025-12-06,37.4,9,48.1,3,43.0,1,18.8,73.9
SN-J013,2025-12-06,41.4,6,50.5,3,32.6,5,19.7,75.6
SN-J013,2025-12-29,46.4,5,50.0,7,39.4,2,21.0,77.1
SN-J014,2025-02-27,42.6,0,51.7,0,49.5,0,11.8,77.8
SN-J014,2025-05-30,39.7,8,0,0,33.6,0,21.2,62.6
SN-J014,2025-07-08,43.9,6,59.4,8,38.9,1,17.2,75.3
SN-J014,2025-07-23,35.9,2,57.4,10,45.8,1,20.9,70.5
SN-J014,2025-08-08,50.1,9,59.0,8,36.2,8,15.6,76.4
SN-J014,2025-10-07,45.9,3,52.6,9,33.6,6,15.6,73.5
SN-J014,2025-11-01,48.6,4,53.3,3,41.7,1,19.9,65.1
SN-J014,2025-12-21,43.9,3,0,0,0,0,24.3,71.6
SN-J015,2025-01-12,52.1,9,45.2,1,49.6,6,24.8,67.4
SN-J015,2025-01-22,41.2,4,45.7,3,31.0,8,23.4,75.8
SN-J015,2025-03-03,50.6,3,49.1,12,41.4,3,22.6,73.6
SN-J015,2025-05-10,47.8,6,63.7,7,30.5,3,23.8,68.0
SN-J015,2025-06-20,41.6,7,0,0,32.0,3,12.5,69.8
SN-J015,2025-10-20,36.9,6,59.6,6,40.4,3,12.4,63.9
SN-J016,2025-01-24,38.6,5,59.6,1,32.7,5,18.9,67.1
SN-J016,2025-03-03,37.4,4,54.8,3,38.0,5,24.8,60.2
SN-J016,2025-03-27,43.5,5,53.8,9,44.4,6,20.1,67.1
SN-J016,2025-04-19,54.7,3,55.8,2,46.1,1,0,0
SN-J016,2025-06-19,50.6,3,48.9,8,32.2,6,19.1,72.4
SN-J016,2025-07-14,49.8,10,45.0,3,37.7,5,11.3,67.6
SN-J016,2025-07-23,0,0,0,0,0,0,0,0
SN-J016,2025-09-18,47.6,0,55.9,4,30.8,6,10.3,77.0
SN-J016,2025-10-24,41.0,8,55.8,10,40.0,7,19.4,78.9
SN-J016,2025-11-30,0,0,0,0,0,0,0,0
SN-J016,2025-12-14,49.3,7,53.6,5,41.2,2,18.0,60.8
SN-J016,2026-02-04,0,0,62.7,2,39.7,3,20.5,61.3
SN-J017,2025-03-29,54.7,8,54.6,10,36.4,5,20.9,77.3
SN-J017,2025-04-14,42.2,6,52.6,11,40.0,4,17.3,69.1
SN-J017,2025-05-10,46.1,3,49.1,4,35.4,5,0,0
SN-J017,2025-06-17,39.4,8,56.0,5,41.6,5,15.6,72.7
SN-J017,2025-06-27,42.7,1,47.6,8,47.4,7,20.2,77.7
SN-J017,2025-06-30,36.3,10,48.5,1,39.4,7,15.5,61.2
SN-J017,2025-09-02,42.5,1,58.2,7,41.9,2,14.2,64.8
SN-J017,2025-09-04,42.0,6,53.0,7,46.3,0,18.4,77.6
SN-J017,2025-09-14,35.8,6,55.6,10,40.9,4,13.2,72.9
SN-J018,2025-01-05,49.1,5,54.7,12,40.1,3,13.3,64.9
SN-J018,2025-04-07,39.6,8,58.9,7,31.1,0,15.0,79.1
SN-J018,2025-09-06,51.4,9,48.3,10,35.2,6,12.0,65.0
SN-J018,2025-09-29,41.0,8,64.1,4,43.1,1,22.6,62.1
SN-J018,2025-10-13,0,0,0,0,0,0,0,0
SN-J018,2026-01-08,0,0,51.0,2,47.8,4,15.2,79.0
SN-J018,2026-01-09,44.6,5,58.5,6,37.0,2,0,0
SN-J018,2026-01-21,45.0,9,59.0,2,34.9,6,0,0
SN-J019,2025-02-28,49.2,9,0,0,49.1,3,0,0
SN-J019,2025-05-01,0,0,0,0,0,0,0,0
SN-J019,2025-06-27,51.2,1,47.5,7,45.2,0,14.5,64.4
SN-J019,2025-08-09,54.9,10,0,0,44.2,6,19.4,63.2
SN-J019,2025-08-20,0,0,0,0,0,0,0,0
SN-J019,2025-11-06,51.9,4,48.0,0,32.2,7,23.2,64.8
SN-J020,2025-04-03,40.4,7,50.8,9,46.1,8,13.1,73.5
SN-J020,2025-05-26,50.6,0,64.9,3,47.1,7,11.2,73.3
SN-J020,2025-05-28,38.2,9,62.1,12,0,0,0,0
SN-J020,2025-06-21,0,0,0,0,0,0,0,0
SN-J020,2025-07-12,39.9,1,48.6,6,43.5,8,16.4,70.0
SN-J020,2025-07-22,0,0,47.0,3,34.4,0,17.4,64.6
SN-J020,2025-10-28,48.1,2,58.6,3,38.7,4,11.9,67.4
SN-J020,2026-01-21,0,0,0,0,0,0,0,0
